"","n_rep","mc_capacity","n_species","n_patch","p_branch","min_env","max_env","rho","min_optim","max_optim","sd_env_net","theta","K_type","K0","sd_env","spatial_env_cor","phi","min_niche_width","max_niche_width","niche_cost","p_dispersal","min_alpha","max_alpha","alpha_div","beta_div","gamma_div"
"145",5,245541.592725069,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,7.68410833333333,20.4808916666667,28.165
"146",6,164667.469288831,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.19681666666667,14.5631833333333,23.76
"147",7,101798.884142755,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0211,17.9789,28
"148",8,162008.738390798,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0226083333333,10.9773916666667,22
"149",9,166467.564376778,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.44985,14.83215,25.282
"150",10,145727.953819307,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.66189166666667,16.3381083333333,26
"151",11,173109.124080219,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.39681666666667,14.3831833333333,22.78
"152",12,159454.474517848,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.9207333333333,16.6902666666667,29.611
"153",13,182802.662557263,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.63679166666667,15.4602083333333,25.097
"154",14,259399.398262259,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.617225,12.508775,23.126
"155",15,189870.972149306,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.8457916666667,14.2142083333333,25.06
"156",16,163663.49836295,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.23225,14.84975,25.082
"157",17,189604.102173541,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3172666666667,10.6827333333333,21
"158",18,198176.530251196,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.41770833333333,19.5822916666667,29
"159",19,106363.655243849,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.43299166666667,18.7200083333333,28.153
"160",20,210465.827866396,30,120,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.99500833333333,10.8019916666667,20.797
"161",1,144876.77173271,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.67818461538462,13.3218153846154,23
"162",2,226435.218639695,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3338769230769,15.6661230769231,27
"163",3,150196.238243187,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.63253846153846,18.3674615384615,28
"164",4,144130.958676477,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9542846153846,17.0457153846154,28
"165",5,174709.28219591,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0948615384615,17.9051384615385,29
"166",6,172632.096652874,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.5508538461538,14.4911461538462,25.042
"167",7,167362.644073018,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7625923076923,13.2374076923077,24
"168",8,282465.471103392,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.9637230769231,12.7432769230769,24.707
"169",9,144708.198592915,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.16502307692308,17.8359769230769,27.001
"170",10,162362.28788369,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.95799230769231,18.0420076923077,27
"171",11,146644.860701218,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.34830769230769,16.6516923076923,25
"172",12,192751.257991998,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2006230769231,13.8573769230769,25.058
"173",13,175842.669530316,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2148461538462,16.7851538461538,28
"174",14,127138.077025805,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.74970769230769,14.2502923076923,24
"175",15,233462.043252682,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.64125384615385,13.3587461538462,22
"176",16,179320.514402187,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9120846153846,13.0879153846154,24
"177",17,129401.831141749,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.23566153846154,16.7643384615385,26
"178",18,168075.137191579,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7979307692308,14.2020692307692,25
"179",19,192062.117672457,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7233307692308,15.2766692307692,26
"180",20,164277.917608588,30,130,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.40986923076923,18.6501307692308,28.06
"181",1,229668.216442184,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,7.03066428571429,15.9693357142857,23
"182",2,181729.716616043,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.686,17.677,28.363
"183",3,276028.516833465,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9128,16.9532,27.866
"184",4,209549.741862301,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.68092857142857,15.3200714285714,25.001
"185",5,198768.849591348,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.2482571428571,14.7517428571429,27
"186",6,197021.677104188,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0994857142857,16.9005142857143,27
"187",7,171941.505632721,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2204571428571,16.7795428571429,27
"188",8,258486.336801614,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.26884285714286,17.6611571428571,26.93
"189",9,273615.502369316,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.74427142857143,17.9247285714286,27.669
"190",10,122811.272292032,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.4907071428571,15.5092928571429,26
"191",11,231675.036619464,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.0254714285714,14.9745285714286,27
"192",12,208640.827783552,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,7.89595,15.73305,23.629
"193",13,206563.123919043,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3649857142857,16.8720142857143,27.237
"194",14,255380.999047581,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,6.41615714285714,13.9918428571429,20.408
"195",15,192430.855484733,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2856285714286,16.7143714285714,28
"196",16,181463.230195203,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.79246428571428,11.8045357142857,20.597
"197",17,249254.875490231,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9094357142857,12.9475642857143,23.857
"198",18,265528.080464154,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.2164357142857,14.7835642857143,27
"199",19,237177.169805285,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.11357142857143,18.3254285714286,27.439
"200",20,231526.010912828,30,140,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.88315,17.11685,27
"201",1,196758.215598448,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.9184866666667,17.1495133333333,29.068
"202",2,146265.459400442,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0528266666667,16.2351733333333,26.288
"203",3,263914.135465971,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.79225333333333,19.2077466666667,29
"204",4,212153.366006623,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.28447333333333,19.7235266666667,28.008
"205",5,283794.024661855,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.4346133333333,15.5653866666667,26
"206",6,216512.705305175,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.719,14.941,23.66
"207",7,197046.711023235,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.78086,14.30814,25.089
"208",8,165607.1808906,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.72574,15.27426,24
"209",9,239938.65296285,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.24526666666667,16.0467333333333,25.292
"210",10,214058.066555975,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.4067,14.6943,24.101
"211",11,203441.142005874,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.74134,15.50666,25.248
"212",12,199296.275883697,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.90548,11.79052,23.696
"213",13,231089.849266725,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1260066666667,18.8739933333333,29
"214",14,148769.755040783,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.33891333333333,17.6610866666667,27
"215",15,210789.827084892,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.02599333333333,16.9740066666667,26
"216",16,157877.786294049,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3182933333333,18.6817066666667,29
"217",17,209673.706191394,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.1456533333333,16.2843466666667,28.43
"218",18,159324.822435098,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.77968,16.22032,26
"219",19,256080.047403665,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0288466666667,17.3191533333333,27.348
"220",20,186806.536678861,30,150,0.1,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.51426666666667,13.4997333333333,23.014
"221",1,37404.0506302287,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.254,13.746,24
"222",2,28327.7680275509,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.31704,11.68296,21
"223",3,34713.5218159086,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.75754,9.75446,22.512
"224",4,43269.7088953249,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.12282,8.22618,18.349
"225",5,36134.4375462435,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3293,14.2457,25.575
"226",6,39267.0999212104,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.39556,9.21644,17.612
"227",7,30007.735214727,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.73658,10.93842,19.675
"228",8,40787.4022158338,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9461,13.0539,24
"229",9,32186.8506220396,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.88634,13.54266,22.429
"230",10,45664.090690686,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.19368,10.60332,21.797
"231",11,30286.7906530331,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.62184,15.37816,26
"232",12,33094.1233993377,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.3907,14.6093,24
"233",13,34825.6267922391,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.37978,10.74122,19.121
"234",14,24859.7118975645,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2654,14.7346,25
"235",15,36333.6750641579,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,6.87442,13.58858,20.463
"236",16,36489.9511301759,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.83128,15.36272,25.194
"237",17,28816.6431775606,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.45026,10.99274,20.443
"238",18,47074.7475202896,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.3807,13.1003,24.481
"239",19,34996.5611065735,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.14064,10.25536,20.396
"240",20,48046.2645615409,30,50,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.21808,13.78192,24
"241",1,44580.5453585438,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.75321666666667,13.6717833333333,23.425
"242",2,41175.4811678123,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.53375,18.46625,28
"243",3,43681.2866361405,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,7.7443,17.1887,24.933
"244",4,42841.8891603025,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.77528333333333,6.22471666666667,15
"245",5,53968.2482441124,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.17315,16.20885,27.382
"246",6,52127.3970052158,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.3471833333333,14.6528166666667,25
"247",7,44424.2970371838,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.08656666666667,12.6724333333333,21.759
"248",8,58249.667470899,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.0203166666667,9.62468333333333,20.645
"249",9,60033.3097351283,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0525833333333,14.5424166666667,24.595
"250",10,70552.4535736807,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,6.44403333333333,11.5559666666667,18
"251",11,49303.5858177811,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,7.93621666666667,8.30878333333333,16.245
"252",12,41689.1800439213,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.97375,15.02625,26
"253",13,51515.3859173205,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.55593333333333,5.56906666666667,14.125
"254",14,38573.0137545352,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7098333333333,13.2901666666667,24
"255",15,50636.8402648698,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.84735,10.56265,19.41
"256",16,55794.055388339,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.8798,14.3842,23.264
"257",17,39023.1839432069,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6606,13.0644,23.725
"258",18,65122.2801956474,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.57805,7.55195,18.13
"259",19,48152.5280244087,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.7623666666667,11.3516333333333,23.114
"260",20,44003.1036126446,30,60,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.20805,9.79195,18
"261",1,58754.5485273715,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2593714285714,11.7406285714286,22
"262",2,41060.521733604,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6115571428571,13.6564428571429,24.268
"263",3,90905.0465124404,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.31182857142857,14.7191714285714,24.031
"264",4,80979.660990319,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.50974285714286,9.58125714285714,18.091
"265",5,83683.2509952186,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1637428571429,13.9662571428571,24.13
"266",6,43223.4996710526,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.75854285714286,15.2814571428571,25.04
"267",7,43918.3121199368,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.68962857142857,12.6213714285714,22.311
"268",8,65442.9929969805,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,6.85302857142857,10.1469714285714,17
"269",9,83263.8357494159,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.80411428571429,11.7578857142857,20.562
"270",10,56771.2766725289,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2253285714286,17.6796714285714,27.905
"271",11,54303.2420032032,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6672285714286,17.9507714285714,28.618
"272",12,62613.0047101208,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.1939,13.6721,23.866
"273",13,86538.618661245,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.212,15.154,25.366
"274",14,57871.9568541995,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2561285714286,12.8598714285714,23.116
"275",15,65744.8911979296,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.7892857142857,15.2107142857143,26
"276",16,57354.4897851911,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.0611,9.5759,19.637
"277",17,45109.9357974032,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.96397142857143,13.4970285714286,23.461
"278",18,79426.5198610981,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.54917142857143,6.89682857142857,15.446
"279",19,52399.953534746,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6337,14.0333,24.667
"280",20,53737.2480488567,30,70,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.9086142857143,8.09138571428571,19
"281",1,89298.9469577583,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.1147625,8.9382375,18.053
"282",2,84384.9851939364,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.6316875,15.3683125,28
"283",3,96234.6116992706,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.172775,16.827225,28
"284",4,59891.7301452385,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,8.1044625,14.1765375,22.281
"285",5,67387.0976018236,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.200975,14.229025,24.43
"286",6,82105.7301690958,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,12.2891625,15.7108375,28
"287",7,73609.7847510271,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.968875,10.512125,21.481
"288",8,59848.3872374962,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6354625,13.6375375,24.273
"289",9,85361.6581169678,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2461625,14.1768375,24.423
"290",10,54026.4101298351,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.6654375,14.6175625,25.283
"291",11,89390.1424774548,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,11.2903875,15.7096125,27
"292",12,73602.6622191654,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2750125,10.7249875,21
"293",13,57050.9045390681,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,9.6208625,14.4661375,24.087
"294",14,75219.8018621925,30,80,0.2,-1,1,1,-1,1,0.05,1,"variable",100,0.1,TRUE,0.05,0.1,1,1,0.01,0,0.5,10.2803625,7.7196375,18
